iter	Logloss
424	0.4170959497
425	0.4170167047
426	0.4169423958
427	0.416781473
428	0.4167136124
429	0.41666485
430	0.416534162
431	0.4164419355
432	0.4163870345
433	0.4163289316
434	0.4162305313
435	0.4161217556
436	0.4160772371
437	0.4159753506
438	0.4158688532
439	0.4157950234
440	0.415747893
441	0.4155799535
442	0.4155038274
443	0.4154187925
444	0.4153335832
445	0.4151483848
446	0.4150912257
447	0.4149518539
448	0.4148669114
449	0.4148022361
450	0.4147005232
451	0.414530005
452	0.4144236462
453	0.4142872124
454	0.4141650236
455	0.4140163073
456	0.4138905292
457	0.4136897327
458	0.4135796471
459	0.4135325038
460	0.4133864569
461	0.4133413898
462	0.4130920323
463	0.4129787369
464	0.4128869898
465	0.4127642029
466	0.4126657569
467	0.4125988834
468	0.412467414
469	0.4124139265
470	0.4123583399
471	0.4121814469
472	0.4121011951
473	0.4120690762
474	0.4119563327
475	0.4119303214
476	0.4117481943
477	0.4116582624
478	0.4115512358
479	0.4114704071
480	0.4113352272
481	0.4111208452
482	0.4110292044
483	0.4108393774
484	0.4107377144
485	0.4106670853
486	0.4106030477
487	0.4105189678
488	0.4105137028
489	0.4103628446
490	0.410294115
491	0.4102132814
492	0.4101381983
493	0.4100981625
494	0.4099020427
495	0.4098041824
496	0.40969461
497	0.4095886763
498	0.4095121096
499	0.4094331065
500	0.4093368711
501	0.4092609869
502	0.4091605667
503	0.4089897514
504	0.4089129297
505	0.4087430026
506	0.4086280214
507	0.4085594797
508	0.4084243107
509	0.4083638119
510	0.408256944
511	0.4082095539
512	0.4081523108
513	0.4080414556
514	0.4078526849
515	0.4077501359
516	0.4077026946
517	0.4076331481
518	0.4075606081
519	0.4074102925
520	0.4073738114
521	0.4073162242
522	0.4072477923
523	0.4071466338
524	0.4069797663
525	0.4068488785
526	0.4067738942
527	0.4066561093
528	0.4064810236
529	0.406326741
530	0.4062068263
531	0.4060740921
532	0.4059874578
533	0.405874958
534	0.4058619931
535	0.4057293845
536	0.405605104
537	0.4054869237
538	0.4053509411
539	0.4052191811
540	0.4051182105
541	0.4050480706
542	0.4049859587
543	0.4048587787
544	0.4048152544
545	0.4047389186
546	0.4046588379
547	0.4046394976
548	0.4045924492
549	0.4045695835
550	0.4045085757
551	0.4044095551
552	0.4042671044
553	0.4041017786
554	0.4039928532
555	0.4039215413
556	0.4038791003
557	0.4037974221
558	0.4036322377
559	0.4036138881
560	0.4034267343
561	0.4033708125
562	0.4032954114
563	0.4032666102
564	0.4032513195
565	0.4031208558
566	0.4030150313
567	0.4029089891
568	0.4028585838
569	0.4027904551
570	0.4026846456
571	0.4026141533
572	0.4025343089
573	0.4025071923
574	0.4023859605
575	0.4022716114
576	0.4021048302
577	0.4019989529
578	0.4019323927
579	0.401841545
580	0.4018025493
581	0.4016548141
582	0.4015735492
583	0.4014349123
584	0.4013265549
585	0.4013015016
586	0.4011850501
587	0.4010416069
588	0.4010192561
589	0.4009281524
590	0.4008773019
591	0.4008125321
592	0.400726701
593	0.4006880862
594	0.4006074752
595	0.4005230376
596	0.400443387
597	0.400391134
598	0.4002908511
599	0.4001990749
600	0.4001219327
601	0.4000047991
602	0.3998811667
603	0.3997939509
604	0.3997258219
605	0.3996368381
606	0.3995877706
607	0.3994246683
608	0.3993192753
609	0.3993045674
610	0.3992399653
611	0.3992200509
612	0.3991929601
613	0.399109872
614	0.399023099
615	0.3989365517
616	0.3988352222
617	0.3986672922
618	0.3985486885
619	0.3985205148
620	0.3983890504
621	0.3983745187
622	0.3982855969
623	0.3981923442
624	0.3980982493
625	0.3979675532
626	0.3978806494
627	0.3978500641
628	0.3978246903
629	0.3977337531
630	0.3977077087
631	0.3976235261
632	0.3975961212
633	0.3974813964
634	0.3974135523
635	0.3973103892
636	0.397236003
637	0.3971848237
638	0.3970981713
639	0.3970856109
640	0.3970218964
641	0.3969923048
642	0.3968810576
643	0.3968676674
644	0.3967585932
645	0.3966373427
646	0.3965403615
647	0.396532607
648	0.3964984247
649	0.3963594064
650	0.3963485914
651	0.3963144143
652	0.3961861086
653	0.3961348927
654	0.396119243
655	0.3960175593
656	0.3959601377
657	0.3959365605
658	0.3958456934
659	0.3957653247
660	0.3956918121
661	0.395560377
662	0.3954238731
663	0.3953257186
664	0.3952206645
665	0.3951188494
666	0.39502792
667	0.394995976
668	0.3948957388
669	0.39483188
670	0.3947577338
671	0.3947007089
672	0.3946277495
673	0.3945367458
674	0.3945242699
675	0.3944770528
676	0.3943548133
677	0.3942238211
678	0.3942021325
679	0.3940748763
680	0.393975236
681	0.3939629344
682	0.3938326961
683	0.3937265214
684	0.3936012401
685	0.393503603
686	0.393383519
687	0.3933291575
688	0.393321657
689	0.3933063782
690	0.3932339011
691	0.393108906
692	0.3930419148
693	0.3929958046
694	0.3928988205
695	0.3928221534
696	0.3927324974
697	0.3926097541
698	0.3925088574
699	0.3923927926
700	0.3923518735
701	0.3923357438
702	0.3922344821
703	0.3920800378
704	0.3920348811
705	0.3919170023
706	0.3918439569
707	0.3917555415
708	0.3916677909
709	0.3915475313
710	0.3914745567
711	0.3913248191
712	0.3912558287
713	0.3911869551
714	0.3911185249
715	0.3909930718
716	0.3908857722
717	0.3908730112
718	0.3907257661
719	0.3906575364
720	0.3905719607
721	0.3904824612
722	0.3904730782
723	0.390395265
724	0.390294923
725	0.3902073783
726	0.3901070564
727	0.3900101974
728	0.3899933733
729	0.3899110936
730	0.3899016221
731	0.3898886337
732	0.3898795914
733	0.3898110098
734	0.3897016654
735	0.3896033954
736	0.3894855483
737	0.3893963461
738	0.389256633
739	0.3892290614
740	0.3891292786
741	0.3890056021
742	0.3888515443
743	0.3888258642
744	0.3887458804
745	0.3887051364
746	0.38860701
747	0.3884773478
748	0.3884003633
749	0.3883294056
750	0.3882332617
751	0.3881316307
752	0.388005272
753	0.3879823802
754	0.3879494433
755	0.3878719297
756	0.3877833872
757	0.3877096439
758	0.3877012326
759	0.3876308085
760	0.3875766235
761	0.3874946962
762	0.3874780438
763	0.3873641564
764	0.3872773263
765	0.3871605023
766	0.3870785097
767	0.3869909536
768	0.3869834568
769	0.3869727559
770	0.3869132229
771	0.3867883505
772	0.3866958719
773	0.3866875463
774	0.3865996579
775	0.3865123676
776	0.3863952789
777	0.3862411123
778	0.38617594
779	0.3861033039
780	0.3860215525
781	0.3859395403
782	0.3858289272
783	0.3858175099
784	0.385786718
785	0.3857224519
786	0.3857124669
787	0.3856146039
788	0.3855078282
789	0.3854358352
790	0.3853811662
791	0.3853767023
792	0.3853028059
793	0.3852257065
794	0.3851522686
795	0.3850180802
796	0.3849362105
797	0.3848668621
798	0.3848559612
799	0.3847283715
800	0.3846179317
801	0.3845905174
802	0.3844456205
803	0.3844387258
804	0.3843683046
805	0.3842997613
806	0.3842117307
807	0.3841426326
808	0.3840943335
809	0.3839917783
810	0.3839194977
811	0.3838125802
812	0.3837346921
813	0.3836671015
814	0.3835587744
815	0.3835503046
816	0.3834757589
817	0.3834348076
818	0.3833577987
819	0.3833445528
820	0.383270796
821	0.3832630689
822	0.3832259285
823	0.383175547
824	0.3831346338
825	0.3830740141
826	0.3829974598
827	0.3828968794
828	0.3827682602
829	0.3827094285
830	0.3826267854
831	0.3825056422
832	0.3823639918
833	0.382206462
834	0.3820628152
835	0.3819983101
836	0.3819925624
837	0.3819822027
838	0.381914523
839	0.3819071131
840	0.3817855442
841	0.381685107
842	0.3816412469
843	0.3815206776
844	0.3814259028
845	0.3813177921
846	0.3812020033
847	0.3811005802
848	0.3809630283
849	0.3809347585
850	0.3808879408
851	0.3808139895
852	0.3807636197
853	0.38069578
854	0.3806313753
855	0.3805136979
856	0.3804256185
857	0.3803171039
858	0.3802314653
859	0.3802034227
860	0.3801634734
861	0.3800783522
862	0.3799795354
863	0.3799041986
864	0.3797840886
865	0.3797589016
866	0.3796829664
867	0.3795851619
868	0.3795781812
869	0.3794876965
870	0.3794470999
871	0.3793757344
872	0.3793174151
873	0.379197661
874	0.3791029218
875	0.3789977142
876	0.3789847803
877	0.3789674929
878	0.3788600174
879	0.3787917009
880	0.3787319092
881	0.3786935466
882	0.3786358124
883	0.3785212499
884	0.3784854733
885	0.3783675782
886	0.3782712801
887	0.3782145318
888	0.3781517782
889	0.3781478853
890	0.3780814215
891	0.3780277877
892	0.3779121643
893	0.3778211567
894	0.3777793055
895	0.3777517913
896	0.3775966009
897	0.3775237505
898	0.377469207
899	0.3773345016
900	0.3773229686
901	0.3772181656
902	0.3771441133
903	0.3770529301
904	0.3769086843
905	0.3768746249
906	0.3768296778
907	0.376775982
908	0.3766378828
909	0.3766346481
910	0.3765580464
911	0.3764928039
912	0.376389338
913	0.3762735459
914	0.37619748
915	0.3761876795
916	0.376178224
917	0.376138772
918	0.3760610339
919	0.3760122015
920	0.3759451609
921	0.3758326346
922	0.3757494819
923	0.3757313882
924	0.3755983549
925	0.3755795199
926	0.3755191312
927	0.3754109224
928	0.3753390995
929	0.3753301802
930	0.3752457528
931	0.3752303309
932	0.3751518308
933	0.3750919181
934	0.3750313428
935	0.3749630683
936	0.3749413649
937	0.3748553573
938	0.374804723
939	0.3747219657
940	0.3746708186
941	0.3745768122
942	0.3744296183
943	0.3743884521
944	0.3743296955
945	0.3742137854
946	0.3741363494
947	0.3740224597
948	0.3740084101
949	0.3739515857
950	0.3739473856
951	0.373873684
952	0.3738084157
953	0.373751435
954	0.3736411901
955	0.3735820022
956	0.3735351288
957	0.3734618394
958	0.3733368417
959	0.3732101073
960	0.37315044
961	0.3730892823
962	0.3730004565
963	0.3729937894
964	0.3729353617
965	0.3728147705
966	0.3727320939
967	0.3727206206
968	0.3726750691
969	0.3726253601
970	0.3724910602
971	0.3723943153
972	0.3722902284
973	0.3722593266
974	0.372212211
975	0.3721772012
976	0.3720743916
977	0.3719387192
978	0.3718483899
979	0.3717974951
980	0.3717391742
981	0.3716382193
982	0.3715670645
983	0.3715049559
984	0.3714503132
985	0.3714026683
986	0.3713842327
987	0.3713281957
988	0.3712101914
989	0.3710822794
990	0.371046506
991	0.3709326881
992	0.3709268787
993	0.3708794915
994	0.3707012202
995	0.3706166292
996	0.3705587403
997	0.3704748938
998	0.3703623525
999	0.3702254012
